trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.6, 'e': 0.933766344867846}",25,0,-170.49665368999658,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
367,False,"{'a': 0.6, 'e': 0.933407994804752}",20,0,-154.62829729818594,"{0: 9, 1: 6, 2: 2, 3: 0, 4: 3}",0
368,False,"{'a': 0.6, 'e': 0.9330487113337409}",20,6,-69.80111818421905,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
369,False,"{'a': 0.6, 'e': 0.9326884948140962}",20,0,-162.66856919149004,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 2}",0
370,False,"{'a': 0.6, 'e': 0.9323273456060345}",20,0,-35.01640543875738,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
371,False,"{'a': 0.6, 'e': 0.9319652640707048}",20,0,-107.00463644469832,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
372,False,"{'a': 0.6, 'e': 0.9316022505701886}",30,13,-250.9345425088819,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 6}",1
373,False,"{'a': 0.6, 'e': 0.9312383054674996}",20,0,-68.94632625041206,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
374,False,"{'a': 0.6, 'e': 0.9308734291265828}",20,0,-41.74970940050727,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
375,False,"{'a': 0.6, 'e': 0.9305076219123143}",20,0,-131.4624286787433,"{0: 14, 1: 0, 2: 1, 3: 3, 4: 2}",0
376,False,"{'a': 0.6, 'e': 0.9301408841905014}",20,0,-106.84823420632529,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
377,False,"{'a': 0.6, 'e': 0.929773216327882}",20,0,-67.7490060205117,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
378,False,"{'a': 0.6, 'e': 0.9294046186921237}",35,0,-204.45014207328137,"{0: 15, 1: 10, 2: 7, 3: 1, 4: 2}",0
379,False,"{'a': 0.6, 'e': 0.9290350916518241}",25,0,-160.027527996857,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
380,False,"{'a': 0.6, 'e': 0.9286646355765102}",25,0,-108.28433749047247,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
381,False,"{'a': 0.6, 'e': 0.9282932508366383}",25,0,-118.13951130256298,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
382,False,"{'a': 0.6, 'e': 0.9279209378035927}",25,0,-146.7875765856382,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
383,False,"{'a': 0.6, 'e': 0.9275476968496869}",20,0,-89.5155456904091,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
384,False,"{'a': 0.6, 'e': 0.9271735283481612}",25,0,-79.94826050921178,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
385,False,"{'a': 0.6, 'e': 0.9267984326731847}",20,0,-88.74286801126017,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
386,False,"{'a': 0.6, 'e': 0.9264224101998526}",25,0,-135.33585138084328,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
387,False,"{'a': 0.6, 'e': 0.9260454613041876}",30,0,-176.3319644418409,"{0: 16, 1: 3, 2: 6, 3: 4, 4: 1}",0
388,False,"{'a': 0.6, 'e': 0.9256675863631385}",30,15,-112.16648468524563,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
389,False,"{'a': 0.6, 'e': 0.9252887857545801}",30,19,-18.963559043402437,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.9249090598573131}",20,0,-42.758218809021315,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
391,False,"{'a': 0.6, 'e': 0.9245284090510633}",25,0,-173.86344774953562,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
392,False,"{'a': 0.6, 'e': 0.9241468337164814}",20,0,-111.22323023469613,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
393,False,"{'a': 0.6, 'e': 0.9237643342351428}",35,0,-202.76488882893554,"{0: 18, 1: 6, 2: 6, 3: 3, 4: 2}",0
394,False,"{'a': 0.6, 'e': 0.9233809109895471}",20,0,-100.53647693559955,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
395,False,"{'a': 0.6, 'e': 0.9229965643631173}",20,3,-68.5704608999161,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
396,False,"{'a': 0.6, 'e': 0.9226112947402}",25,13,-7.322007701877807,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.9222251025060648}",30,0,-129.37910805569433,"{0: 18, 1: 2, 2: 6, 3: 4, 4: 0}",0
398,False,"{'a': 0.6, 'e': 0.9218379880469041}",25,2,-99.76482346651437,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 1}",1
399,False,"{'a': 0.6, 'e': 0.921449951749832}",20,0,-66.90555873526507,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
400,False,"{'a': 0.6, 'e': 0.9210609940028851}",20,0,-212.97015241874317,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
401,False,"{'a': 0.6, 'e': 0.9206711151950209}",20,0,-42.25155530099553,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.9202803157161181}",20,0,-28.16848702660281,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
403,False,"{'a': 0.6, 'e': 0.9198885959569765}",30,5,-60.32183267646515,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",1
404,False,"{'a': 0.6, 'e': 0.9194959563093155}",30,0,-146.32567101507306,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
405,False,"{'a': 0.6, 'e': 0.9191023971657747}",20,0,-83.51410605332204,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
406,False,"{'a': 0.6, 'e': 0.9187079189199134}",25,0,-172.7691949159727,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
407,False,"{'a': 0.6, 'e': 0.9183125219662098}",25,0,-94.00329619634712,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
408,False,"{'a': 0.6, 'e': 0.9179162067000607}",25,0,-82.9070043057251,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
409,False,"{'a': 0.6, 'e': 0.9175189735177814}",20,6,-7.730844548891901,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.9171208228166051}",25,0,-41.98708036241207,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
411,False,"{'a': 0.6, 'e': 0.9167217549946823}",20,0,-63.905652734563844,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
412,False,"{'a': 0.6, 'e': 0.916321770451081}",20,0,-86.57733347243159,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
413,False,"{'a': 0.6, 'e': 0.9159208695857856}",20,0,-159.50916175734665,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
414,False,"{'a': 0.6, 'e': 0.9155190527996969}",20,0,-70.86829249594068,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
415,False,"{'a': 0.6, 'e': 0.9151163204946318}",30,0,-121.7296066104831,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
416,False,"{'a': 0.6, 'e': 0.9147126730733223}",30,0,-100.87035738180691,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
417,False,"{'a': 0.6, 'e': 0.914308110939416}",20,0,-75.2722635260882,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
418,False,"{'a': 0.6, 'e': 0.913902634497475}",25,0,-21.125211196057744,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.9134962441529757}",30,12,-83.52600221733137,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 1}",1
420,False,"{'a': 0.6, 'e': 0.9130889403123083}",20,0,-77.99111469879078,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
421,False,"{'a': 0.6, 'e': 0.9126807233827767}",20,0,-104.88441643127639,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
422,False,"{'a': 0.6, 'e': 0.9122715937725977}",20,0,-110.57058413201332,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
423,False,"{'a': 0.6, 'e': 0.911861551890901}",20,0,-89.27048813624126,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
424,False,"{'a': 0.6, 'e': 0.9114505981477284}",20,0,-53.56289964364761,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
425,False,"{'a': 0.6, 'e': 0.9110387329540337}",25,0,-85.17147439052266,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
426,False,"{'a': 0.6, 'e': 0.9106259567216819}",25,0,-147.82387351329075,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
427,False,"{'a': 0.6, 'e': 0.9102122698634492}",35,0,-295.75417087136555,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 5}",0
428,False,"{'a': 0.6, 'e': 0.9097976727930226}",25,2,-125.88391729354821,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 1}",1
429,False,"{'a': 0.6, 'e': 0.9093821659249989}",35,0,-243.6704137519754,"{0: 19, 1: 2, 2: 8, 3: 3, 4: 3}",0
430,False,"{'a': 0.6, 'e': 0.9089657496748851}",25,0,-150.90651062792176,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
431,False,"{'a': 0.6, 'e': 0.9085484244590974}",20,0,-95.33822617880443,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
432,False,"{'a': 0.6, 'e': 0.9081301906949609}",25,0,-197.82984225478694,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
433,False,"{'a': 0.6, 'e': 0.9077110488007095}",20,0,-169.92751550567445,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
434,False,"{'a': 0.6, 'e': 0.9072909991954848}",20,0,-69.37165252564947,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
435,False,"{'a': 0.6, 'e': 0.9068700422993367}",20,0,-66.14609109906483,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
436,False,"{'a': 0.6, 'e': 0.9064481785332217}",20,0,5.5907729649622,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
437,False,"{'a': 0.6, 'e': 0.9060254083190037}",20,0,-143.85539764483264,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
438,False,"{'a': 0.6, 'e': 0.9056017320794529}",25,0,-108.42487127459843,"{0: 16, 1: 6, 2: 0, 3: 1, 4: 2}",0
439,False,"{'a': 0.6, 'e': 0.9051771502382456}",30,0,-148.37468614896528,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
440,False,"{'a': 0.6, 'e': 0.9047516632199634}",30,12,-92.85667084608424,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
441,False,"{'a': 0.6, 'e': 0.9043252714500934}",20,0,-48.563705019362054,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
442,False,"{'a': 0.6, 'e': 0.9038979753550274}",25,0,-40.0659518940525,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
443,False,"{'a': 0.6, 'e': 0.9034697753620612}",25,0,-38.3822480061422,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
444,False,"{'a': 0.6, 'e': 0.903040671899395}",30,0,-94.45730128095879,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
445,False,"{'a': 0.6, 'e': 0.9026106653961321}",25,0,-85.09442137791301,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
446,False,"{'a': 0.6, 'e': 0.9021797562822791}",20,0,-172.30704459790638,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
447,False,"{'a': 0.6, 'e': 0.901747944988745}",20,0,-46.716397021491744,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
448,False,"{'a': 0.6, 'e': 0.9013152319473411}",25,9,-53.19197640107958,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.9008816175907802}",20,0,-92.69903823423036,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
450,False,"{'a': 0.6, 'e': 0.9004471023526769}",30,12,-66.55204978762946,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
451,False,"{'a': 0.6, 'e': 0.9000116866675463}",20,0,-136.21759594303032,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
452,False,"{'a': 0.6, 'e': 0.899575370970804}",30,10,-104.80352210790282,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
453,False,"{'a': 0.6, 'e': 0.8991381556987657}",30,0,-147.23340823717103,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
454,False,"{'a': 0.6, 'e': 0.8987000412886466}",30,0,-65.04199873083752,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
455,False,"{'a': 0.6, 'e': 0.8982610281785611}",35,23,-44.326443520545894,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
456,False,"{'a': 0.6, 'e': 0.8978211168075223}",20,12,-30.55560676207726,"{0: 4, 1: 2, 2: 1, 3: 1, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.8973803076154415}",30,0,-155.49485036206764,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
458,False,"{'a': 0.6, 'e': 0.896938601043128}",25,0,-42.513174933838485,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
459,False,"{'a': 0.6, 'e': 0.896495997532288}",20,0,-112.87131995961191,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
460,False,"{'a': 0.6, 'e': 0.8960524975255252}",25,12,-66.76899042241568,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
461,False,"{'a': 0.6, 'e': 0.8956081014663396}",30,0,-174.93710634033147,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",1
462,False,"{'a': 0.6, 'e': 0.8951628097991272}",20,0,-175.08644631617318,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
463,False,"{'a': 0.6, 'e': 0.8947166229691795}",20,0,-67.81630590817704,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
464,False,"{'a': 0.6, 'e': 0.8942695414226836}",20,0,-165.3703877327008,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
465,False,"{'a': 0.6, 'e': 0.8938215656067205}",20,0,-118.40324194488986,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
466,False,"{'a': 0.6, 'e': 0.8933726959692665}",25,0,-201.3493030718025,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
467,False,"{'a': 0.6, 'e': 0.8929229329591909}",25,0,-113.83059109653293,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
468,False,"{'a': 0.6, 'e': 0.8924722770262568}",20,5,-35.529311248844095,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
469,False,"{'a': 0.6, 'e': 0.89202072862112}",20,0,-85.46772078936678,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
470,False,"{'a': 0.6, 'e': 0.891568288195329}",20,0,7.044936991149597,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
471,False,"{'a': 0.6, 'e': 0.891114956201324}",25,0,-226.32006499012255,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 4}",0
472,False,"{'a': 0.6, 'e': 0.890660733092437}",20,0,-106.05768337654226,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
473,False,"{'a': 0.6, 'e': 0.8902056193228912}",25,0,-51.364756660191766,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
474,False,"{'a': 0.6, 'e': 0.8897496153478003}",30,0,-123.05009246697945,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
475,False,"{'a': 0.6, 'e': 0.8892927216231682}",20,0,-46.16832500798751,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
476,False,"{'a': 0.6, 'e': 0.8888349386058886}",30,0,-182.60208577355587,"{0: 18, 1: 3, 2: 3, 3: 4, 4: 2}",0
477,False,"{'a': 0.6, 'e': 0.8883762667537444}",25,0,-129.01795069716192,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
478,False,"{'a': 0.6, 'e': 0.8879167065254074}",25,0,-173.63258035777548,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
479,False,"{'a': 0.6, 'e': 0.8874562583804381}",20,0,-91.76260904325554,"{0: 9, 1: 1, 2: 10, 3: 0, 4: 0}",0
480,False,"{'a': 0.6, 'e': 0.8869949227792842}",30,0,-184.7454916005744,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
481,False,"{'a': 0.6, 'e': 0.8865327001832815}",20,0,-151.1709383549239,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
482,False,"{'a': 0.6, 'e': 0.8860695910546524}",20,0,-112.12332123885041,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
483,False,"{'a': 0.6, 'e': 0.8856055958565062}",25,13,-11.748928720714028,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.8851407150528379}",20,0,-74.65046934575393,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
485,False,"{'a': 0.6, 'e': 0.8846749491085283}",20,0,-89.63613074911055,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
486,False,"{'a': 0.6, 'e': 0.8842082984893433}",25,0,-50.801102044471236,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
487,False,"{'a': 0.6, 'e': 0.8837407636619335}",20,0,-49.68900551406854,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
488,False,"{'a': 0.6, 'e': 0.8832723450938338}",20,0,-77.43722053144167,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
489,False,"{'a': 0.6, 'e': 0.8828030432534625}",30,12,-91.98804568857499,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
490,False,"{'a': 0.6, 'e': 0.8823328586101215}",30,0,-46.69158132241886,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
491,False,"{'a': 0.6, 'e': 0.8818617916339955}",25,0,-65.45644237887592,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
492,False,"{'a': 0.6, 'e': 0.8813898427961513}",20,10,-16.132851241786668,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.6, 'e': 0.8809170125685377}",25,0,-79.07926817029366,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
494,False,"{'a': 0.6, 'e': 0.880443301423985}",20,0,-86.3428458302889,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
495,False,"{'a': 0.6, 'e': 0.8799687098362042}",30,0,-81.37040024052341,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
496,False,"{'a': 0.6, 'e': 0.879493238279787}",25,1,-70.57887902158339,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 1}",1
497,False,"{'a': 0.6, 'e': 0.8790168872302047}",20,0,-120.45795786461899,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
498,False,"{'a': 0.6, 'e': 0.8785396571638084}",30,0,-235.0692999334605,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 4}",0
499,False,"{'a': 0.6, 'e': 0.8780615485578283}",30,0,-174.14416610905198,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
500,False,"{'a': 0.6, 'e': 0.8775825618903728}",30,0,-149.87111727443522,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
501,False,"{'a': 0.6, 'e': 0.8771026976404284}",25,0,-87.31593099156933,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
502,False,"{'a': 0.6, 'e': 0.8766219562878595}",35,0,-181.92866025433753,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
503,False,"{'a': 0.6, 'e': 0.8761403383134074}",20,0,-68.74539015907393,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
504,False,"{'a': 0.6, 'e': 0.87565784419869}",20,0,-58.62086388093934,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
505,False,"{'a': 0.6, 'e': 0.8751744744262013}",35,0,-95.10571104632704,"{0: 22, 1: 5, 2: 7, 3: 1, 4: 0}",0
506,False,"{'a': 0.6, 'e': 0.8746902294793112}",20,0,-75.83371409896188,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
507,False,"{'a': 0.6, 'e': 0.8742051098422644}",30,0,-89.01805589851807,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
508,False,"{'a': 0.6, 'e': 0.8737191160001807}",25,0,-198.41065216689978,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
509,False,"{'a': 0.6, 'e': 0.8732322484390539}",25,0,-91.00678520669385,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
510,False,"{'a': 0.6, 'e': 0.8727445076457513}",35,0,-192.48041175352088,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
511,False,"{'a': 0.6, 'e': 0.8722558941080137}",25,0,-80.10102696056256,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",0
512,False,"{'a': 0.6, 'e': 0.8717664083144548}",25,14,-11.296409949302163,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
513,False,"{'a': 0.6, 'e': 0.8712760507545603}",30,0,-205.78547596953302,"{0: 18, 1: 2, 2: 4, 3: 3, 4: 3}",0
514,False,"{'a': 0.6, 'e': 0.8707848219186876}",20,0,-83.96057903389504,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
515,False,"{'a': 0.6, 'e': 0.8702927222980654}",20,0,-13.86276777835539,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
516,False,"{'a': 0.6, 'e': 0.8697997523847936}",20,0,-71.27493992511707,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
517,False,"{'a': 0.6, 'e': 0.8693059126718419}",25,0,-110.40818116191062,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
518,False,"{'a': 0.6, 'e': 0.8688112036530499}",25,0,-84.41927089079661,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
519,False,"{'a': 0.6, 'e': 0.8683156258231266}",25,0,-176.5312992421008,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
520,False,"{'a': 0.6, 'e': 0.8678191796776499}",20,0,-0.7757654560135869,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.6, 'e': 0.8673218657130658}",20,7,-31.890706920980485,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.6, 'e': 0.8668236844266883}",25,0,-138.30571201471562,"{0: 12, 1: 1, 2: 9, 3: 3, 4: 0}",0
523,False,"{'a': 0.6, 'e': 0.8663246363166986}",20,0,-69.59787875257123,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
524,False,"{'a': 0.6, 'e': 0.8658247218821448}",25,0,-16.15362209409265,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
525,False,"{'a': 0.6, 'e': 0.8653239416229412}",20,3,-115.41443098451028,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
526,False,"{'a': 0.6, 'e': 0.8648222960398683}",20,0,-111.2977783381929,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
527,False,"{'a': 0.6, 'e': 0.8643197856345712}",20,0,-71.06235322052214,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
528,False,"{'a': 0.6, 'e': 0.8638164109095605}",20,0,-125.15122927403759,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
529,False,"{'a': 0.6, 'e': 0.863312172368211}",25,0,-162.716627864021,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
530,False,"{'a': 0.6, 'e': 0.862807070514761}",25,0,-179.44953323800755,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
531,False,"{'a': 0.6, 'e': 0.8623011058543124}",20,0,-46.08357936720733,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
532,False,"{'a': 0.6, 'e': 0.8617942788928298}",30,3,-78.36385950028513,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 1}",1
533,False,"{'a': 0.6, 'e': 0.8612865901371402}",20,0,-127.57783947180499,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
534,False,"{'a': 0.6, 'e': 0.8607780400949321}",20,0,-142.57677699117497,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
535,False,"{'a': 0.6, 'e': 0.8602686292747557}",20,6,-25.639310253414354,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
536,False,"{'a': 0.6, 'e': 0.8597583581860216}",25,0,-46.07062717411956,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
537,False,"{'a': 0.6, 'e': 0.8592472273390012}",30,0,-143.00467614646885,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
538,False,"{'a': 0.6, 'e': 0.8587352372448249}",25,0,-23.774749302870315,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
539,False,"{'a': 0.6, 'e': 0.8582223884154829}",20,0,-90.01417548467651,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
540,False,"{'a': 0.6, 'e': 0.8577086813638242}",20,0,-155.51559338076922,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
541,False,"{'a': 0.6, 'e': 0.8571941166035554}",20,0,-99.77856575366117,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
542,False,"{'a': 0.6, 'e': 0.8566786946492415}",20,0,-145.6597956485606,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
543,False,"{'a': 0.6, 'e': 0.8561624160163044}",30,8,-28.156469918506986,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
544,False,"{'a': 0.6, 'e': 0.8556452812210225}",25,0,-64.8851791078148,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
545,False,"{'a': 0.6, 'e': 0.8551272907805307}",35,0,-115.38293320402967,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
546,False,"{'a': 0.6, 'e': 0.8546084452128195}",25,0,-113.47906835370895,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
547,False,"{'a': 0.6, 'e': 0.8540887450367343}",25,0,-72.922480853663,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
548,False,"{'a': 0.6, 'e': 0.8535681907719751}",25,0,-59.79470291356608,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
549,False,"{'a': 0.6, 'e': 0.8530467829390963}",25,0,-35.95536886115595,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
