trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1101,False,"{'a': 0.6, 'e': 0.4527046874160087}",25,10,-49.43676083380496,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 0}",1
1102,False,"{'a': 0.6, 'e': 0.4518128007017902}",25,15,-3.689447985527822,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1103,False,"{'a': 0.6, 'e': 0.4509204621748089}",30,15,16.667770282448636,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.6, 'e': 0.45002767272740274}",35,17,6.330184263680517,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1105,False,"{'a': 0.6, 'e': 0.4491344332523616}",30,0,24.757279428053096,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1106,False,"{'a': 0.6, 'e': 0.4482407446429244}",20,0,0.7211681774139169,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1107,False,"{'a': 0.6, 'e': 0.4473466077927801}",30,20,6.103060147066385,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.6, 'e': 0.4464520235960651}",30,13,19.378809266724115,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.6, 'e': 0.44555699294736395}",20,5,11.387967790072409,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1110,False,"{'a': 0.6, 'e': 0.4446615167417068}",20,2,-31.3715371479575,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1111,False,"{'a': 0.6, 'e': 0.4437655958745701}",20,9,18.44945311058158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.6, 'e': 0.4428692312418743}",20,9,-22.30557946291632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1113,False,"{'a': 0.6, 'e': 0.44197242373998435}",20,8,19.160261282063768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.6, 'e': 0.44107517426570736}",20,0,24.359598808644854,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1115,False,"{'a': 0.6, 'e': 0.440177483716293}",20,10,-2.599434624499094,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1116,False,"{'a': 0.6, 'e': 0.43927935298943144}",25,8,5.242593920127637,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.6, 'e': 0.4383807829832537}",20,0,-47.66334676391223,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1118,False,"{'a': 0.6, 'e': 0.4374817745963293}",20,2,-20.751604477376176,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1119,False,"{'a': 0.6, 'e': 0.43658232872766695}",30,0,-28.907972574592772,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
1120,False,"{'a': 0.6, 'e': 0.4356824462767121}",25,7,-17.932458742917607,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1121,False,"{'a': 0.6, 'e': 0.43478212814334743}",25,11,-10.975723132252632,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1122,False,"{'a': 0.6, 'e': 0.43388137522789066}",25,0,0.6753071105106583,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1123,False,"{'a': 0.6, 'e': 0.432980188431095}",20,5,-5.28302846194952,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1124,False,"{'a': 0.6, 'e': 0.4320785686541468}",25,17,14.887636696967478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.6, 'e': 0.4311765167986662}",25,0,-7.445196842260859,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1126,False,"{'a': 0.6, 'e': 0.4302740337667045}",20,0,-0.851455215846534,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1127,False,"{'a': 0.6, 'e': 0.42937112046074505}",20,0,-47.78031569801409,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1128,False,"{'a': 0.6, 'e': 0.42846777778370077}",25,17,17.021168821008033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.6, 'e': 0.4275640066389146}",30,0,-22.364401222433713,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
1130,False,"{'a': 0.6, 'e': 0.42665980793015723}",25,2,-59.071098495304916,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
1131,False,"{'a': 0.6, 'e': 0.42575518256162764}",20,10,-2.887957857711357,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1132,False,"{'a': 0.6, 'e': 0.4248501314379508}",20,2,-6.152120898749951,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1133,False,"{'a': 0.6, 'e': 0.42394465546417814}",25,5,-122.86358038236479,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",1
1134,False,"{'a': 0.6, 'e': 0.42303875554578513}",25,13,-2.432586259366948,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1135,False,"{'a': 0.6, 'e': 0.42213243258867206}",20,5,12.933080338554749,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 0.6, 'e': 0.42122568749916134}",25,10,9.499029190231829,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.6, 'e': 0.42031852118399843}",20,10,17.518440379513997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.6, 'e': 0.41941093455034917}",25,0,-174.0547805518298,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
1139,False,"{'a': 0.6, 'e': 0.41850292850580045}",25,7,-43.51723047858497,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1140,False,"{'a': 0.6, 'e': 0.41759450395835795}",20,12,3.545127543204968,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.6, 'e': 0.4166856618164465}",20,9,19.82622184958599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.6, 'e': 0.4157764029889078}",25,0,-6.277778023630598,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1143,False,"{'a': 0.6, 'e': 0.4148667283850009}",25,0,-48.31367880316631,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
1144,False,"{'a': 0.6, 'e': 0.4139566389144}",25,4,-12.771280581370533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1145,False,"{'a': 0.6, 'e': 0.4130461354871949}",25,6,-2.126879107338643,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1146,False,"{'a': 0.6, 'e': 0.4121352190138885}",20,0,-33.252909233717794,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
1147,False,"{'a': 0.6, 'e': 0.41122389040539764}",30,18,18.863550413417677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.6, 'e': 0.4103121505730504}",35,0,-78.4112447640392,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
1149,False,"{'a': 0.6, 'e': 0.40940000042858704}",25,18,0.5458579553383922,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.6, 'e': 0.40848744088415717}",20,0,-38.74083461529297,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1151,False,"{'a': 0.6, 'e': 0.4075744728523206}",25,3,-36.23219306307313,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
1152,False,"{'a': 0.6, 'e': 0.40666109724604504}",20,9,19.787644858583434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.6, 'e': 0.40574731497870625}",20,0,11.965963989953366,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1154,False,"{'a': 0.6, 'e': 0.4048331269640863}",30,16,1.3176021804512819,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1155,False,"{'a': 0.6, 'e': 0.40391853411637296}",25,9,8.371740326360918,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1156,False,"{'a': 0.6, 'e': 0.4030035373501593}",30,7,-37.10992132476152,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
1157,False,"{'a': 0.6, 'e': 0.40208813758044176}",20,5,-64.05898795285114,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
1158,False,"{'a': 0.6, 'e': 0.4011723357226203}",20,13,14.61137498643919,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.6, 'e': 0.4002561326924963}",30,13,-26.764221858789092,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1160,False,"{'a': 0.6, 'e': 0.3993395294062732}",20,0,-38.73974198697447,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
1161,False,"{'a': 0.6, 'e': 0.3984225267805538}",20,0,-26.327282203922433,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
1162,False,"{'a': 0.6, 'e': 0.39750512573234104}",25,7,5.120728829905129,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1163,False,"{'a': 0.6, 'e': 0.3965873271790354}",20,9,3.080118724563852,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.6, 'e': 0.39566913203843584}",20,1,-53.68728461156775,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1165,False,"{'a': 0.6, 'e': 0.39475054122873704}",20,2,-98.8992126551738,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
1166,False,"{'a': 0.6, 'e': 0.3938315556685301}",20,11,-6.234755107271208,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.6, 'e': 0.39291217627680014}",30,0,-15.150092136855474,"{0: 26, 1: 2, 2: 0, 3: 2, 4: 0}",0
1168,False,"{'a': 0.6, 'e': 0.39199240397292684}",30,22,2.8896792819852415,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.6, 'e': 0.391072239676682}",20,5,9.579729072533905,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.6, 'e': 0.3901516843082303}",25,3,6.563096858760926,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.6, 'e': 0.3892307387881266}",25,4,-29.22731040813196,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
1172,False,"{'a': 0.6, 'e': 0.38830940403731673}",25,15,-2.384929351210899,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1173,False,"{'a': 0.6, 'e': 0.38738768097713494}",20,7,-33.19612502688117,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1174,False,"{'a': 0.6, 'e': 0.38646557052930475}",25,16,5.195172756461828,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.6, 'e': 0.385543073615936}",25,0,30.498232524962592,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.6, 'e': 0.38462019115952595}",20,0,-13.30315921943464,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1177,False,"{'a': 0.6, 'e': 0.3836969240829566}",30,0,-31.653114070386305,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
1178,False,"{'a': 0.6, 'e': 0.38277327330949534}",30,4,20.24788137188474,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1179,False,"{'a': 0.6, 'e': 0.38184923976279245}",20,15,9.77282617787333,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.6, 'e': 0.38092482436688185}",20,8,10.924829630347679,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.6, 'e': 0.3800000280461784}",25,1,3.1936383531484402,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
1182,False,"{'a': 0.6, 'e': 0.3790748517254788}",25,2,-44.2972495516062,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
1183,False,"{'a': 0.6, 'e': 0.3781492963299588}",25,0,-64.47908977758242,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
1184,False,"{'a': 0.6, 'e': 0.37722336278517427}",25,10,28.234126760623194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.6, 'e': 0.37629705201705815}",20,0,-29.727058430124742,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1186,False,"{'a': 0.6, 'e': 0.37537036495192155}",25,0,-3.7122156850367296,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1187,False,"{'a': 0.6, 'e': 0.3744433025164511}",30,20,12.40948714274877,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.6, 'e': 0.37351586563770955}",20,4,-14.252512683570135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1189,False,"{'a': 0.6, 'e': 0.37258805524313326}",30,0,12.373589510076723,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1190,False,"{'a': 0.6, 'e': 0.371659872260533}",25,13,-6.560478137600253,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1191,False,"{'a': 0.6, 'e': 0.37073131761809125}",20,11,9.196338984933519,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.6, 'e': 0.36980239224436295}",25,6,11.233268180713594,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.6, 'e': 0.36887309706827304}",20,6,0.4499405846309632,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1194,False,"{'a': 0.6, 'e': 0.367943433019117}",25,11,-38.14646419879181,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1195,False,"{'a': 0.6, 'e': 0.3670134010265584}",25,11,12.837788126879701,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.6, 'e': 0.36608300202062954}",20,12,1.745029418761457,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.6, 'e': 0.365152236931729}",20,16,6.945288567604087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.6, 'e': 0.36422110669062213}",25,0,-6.842004811063494,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
1199,False,"{'a': 0.6, 'e': 0.36328961222843875}",20,10,17.206386028860894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.6, 'e': 0.3623577544766736}",25,11,-44.966510088519,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
1201,False,"{'a': 0.6, 'e': 0.361425534367184}",20,6,-46.89498750051255,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1202,False,"{'a': 0.6, 'e': 0.3604929528321903}",20,7,-60.11199649147239,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
1203,False,"{'a': 0.6, 'e': 0.35956001080427363}",35,16,-65.11077050656253,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
1204,False,"{'a': 0.6, 'e': 0.35862670921637635}",25,6,7.653175915957972,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1205,False,"{'a': 0.6, 'e': 0.3576930490017995}",30,4,-5.437665720815232,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 0}",1
1206,False,"{'a': 0.6, 'e': 0.35675903109420365}",30,0,-5.9854507970376005,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1207,False,"{'a': 0.6, 'e': 0.35582465642760625}",20,0,-46.0843868815509,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1208,False,"{'a': 0.6, 'e': 0.3548899259363823}",20,16,7.417171527469551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.6, 'e': 0.3539548405552618}",20,0,-0.15355315193061125,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.6, 'e': 0.3530194012193304}",25,0,-14.46299646224887,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
1211,False,"{'a': 0.6, 'e': 0.35208360886402695}",25,11,11.185983454894064,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.6, 'e': 0.3511474644251443}",25,12,-61.56256718715163,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
1213,False,"{'a': 0.6, 'e': 0.3502109688388262}",35,17,10.471916105828594,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.6, 'e': 0.34927412304156863}",30,20,16.88770056322006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.6, 'e': 0.348336927970217}",30,9,30.273019571046035,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.6, 'e': 0.34739938456196656}",25,9,11.812938018634288,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.6, 'e': 0.3464614937543603}",20,9,7.630479223113251,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.6, 'e': 0.3455232564852894}",20,12,1.5196586028214858,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.6, 'e': 0.3445846736929906}",30,19,1.4991498902625535,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1220,False,"{'a': 0.6, 'e': 0.34364574631604705}",20,14,-1.7637650758536219,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1221,False,"{'a': 0.6, 'e': 0.3427064752933856}",20,1,-55.991733017809054,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1222,False,"{'a': 0.6, 'e': 0.3417668615642776}",25,1,5.093221249221429,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
1223,False,"{'a': 0.6, 'e': 0.3408269060683363}",30,2,-18.419324237056898,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
1224,False,"{'a': 0.6, 'e': 0.3398866097455176}",25,10,17.8557611381603,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.6, 'e': 0.3389459735361172}",25,0,-91.03614963613533,"{0: 18, 1: 2, 2: 1, 3: 3, 4: 1}",0
1226,False,"{'a': 0.6, 'e': 0.33800499838077175}",20,0,20.460689391642845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1227,False,"{'a': 0.6, 'e': 0.3370636852204559}",30,8,4.588182577498589,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1228,False,"{'a': 0.6, 'e': 0.3361220349964831}",20,9,-32.951248522009614,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1229,False,"{'a': 0.6, 'e': 0.3351800486505031}",25,0,-52.97630306045082,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1230,False,"{'a': 0.6, 'e': 0.3342377271245026}",20,6,-27.729643238144483,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1231,False,"{'a': 0.6, 'e': 0.3332950713608026}",25,0,-48.3187263861139,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
1232,False,"{'a': 0.6, 'e': 0.33235208230205926}",30,6,-103.56558537601664,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 3}",1
1233,False,"{'a': 0.6, 'e': 0.3314087608912611}",25,12,-25.91863939720141,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1234,False,"{'a': 0.6, 'e': 0.33046510807172985}",20,7,7.484543041659984,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.6, 'e': 0.32952112478711787}",30,0,-68.32765053051644,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",1
1236,False,"{'a': 0.6, 'e': 0.3285768119814088}",25,15,-58.32883735992225,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
1237,False,"{'a': 0.6, 'e': 0.3276321705989149}",30,0,-1.9081611775422065,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1238,False,"{'a': 0.6, 'e': 0.3266872015842779}",25,15,7.275505894205308,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1239,False,"{'a': 0.6, 'e': 0.3257419058824663}",30,10,14.609586439439315,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1240,False,"{'a': 0.6, 'e': 0.32479628443877623}",30,14,25.38542384716122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.6, 'e': 0.3238503381988286}",20,0,24.612675323946675,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1242,False,"{'a': 0.6, 'e': 0.3229040681085699}",25,17,12.384223911263874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.6, 'e': 0.3219574751142698}",20,0,-5.218344802721912,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1244,False,"{'a': 0.6, 'e': 0.32101056016252166}",20,12,-0.6000544229774936,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.6, 'e': 0.32006332420023986}",30,12,-5.918385969336303,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1246,False,"{'a': 0.6, 'e': 0.3191157681746608}",30,14,-68.39483946534483,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
1247,False,"{'a': 0.6, 'e': 0.31816789303333987}",20,9,-28.6129206566008,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1248,False,"{'a': 0.6, 'e': 0.3172196997241527}",20,2,11.723186743633457,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.6, 'e': 0.316271189195292}",30,12,17.414198229068145,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1250,False,"{'a': 0.6, 'e': 0.3153223623952687}",30,16,-30.050092895711817,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1251,False,"{'a': 0.6, 'e': 0.31437322027290904}",20,0,-19.33208377435404,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1252,False,"{'a': 0.6, 'e': 0.3134237637773555}",20,1,-2.556298291519123,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
1253,False,"{'a': 0.6, 'e': 0.3124739938580641}",20,13,4.397704232207178,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1254,False,"{'a': 0.6, 'e': 0.3115239114648051}",25,9,9.536765307592436,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1255,False,"{'a': 0.6, 'e': 0.3105735175476604}",20,0,-0.7931592206091596,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1256,False,"{'a': 0.6, 'e': 0.3096228130570242}",25,0,-34.56678380140507,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1257,False,"{'a': 0.6, 'e': 0.3086717989436006}",20,1,-67.74815485167886,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1258,False,"{'a': 0.6, 'e': 0.3077204761584039}",25,7,16.394163885895928,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.6, 'e': 0.3067688456527566}",30,16,26.206474585196624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.6, 'e': 0.30581690837828934}",25,9,12.466119907554445,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.6, 'e': 0.30486466528693895}",20,9,19.30617528677202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.6, 'e': 0.3039121173309489}",25,5,-81.05118449671671,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
1263,False,"{'a': 0.6, 'e': 0.3029592654628667}",30,20,13.377909880203758,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.6, 'e': 0.30200611063554444}",25,7,-32.77281753967707,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1265,False,"{'a': 0.6, 'e': 0.3010526538021365}",20,12,12.178312863834133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.6, 'e': 0.3000988959161001}",25,1,4.743345360751521,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
1267,False,"{'a': 0.6, 'e': 0.29914483793119256}",25,13,-10.30824035865726,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1268,False,"{'a': 0.6, 'e': 0.2981904808014722}",25,11,-13.000620386320547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1269,False,"{'a': 0.6, 'e': 0.29723582548129573}",25,3,-3.1647533784835282,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1270,False,"{'a': 0.6, 'e': 0.29628087292531874}",30,13,-4.609818391220232,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1271,False,"{'a': 0.6, 'e': 0.2953256240884933}",20,2,9.620704060582803,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.6, 'e': 0.29437007992606856}",20,9,19.486008942586516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.6, 'e': 0.29341424139358824}",20,10,8.308393557302194,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.6, 'e': 0.29245810944689116}",25,11,21.89242645890924,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.6, 'e': 0.2915016850421088}",20,5,-9.49523951763586,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1276,False,"{'a': 0.6, 'e': 0.29054496913566596}",25,8,16.16162335724429,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.6, 'e': 0.28958796268427794}",20,11,2.097024506051362,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.6, 'e': 0.2886306666449516}",20,12,3.1262713272369362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.6, 'e': 0.2876730819749824}",30,8,-6.656707828857115,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
1280,False,"{'a': 0.6, 'e': 0.2867152096319555}",25,13,-17.189047224736118,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1281,False,"{'a': 0.6, 'e': 0.2857570505737428}",35,13,-19.40604593680573,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1282,False,"{'a': 0.6, 'e': 0.28479860575850313}",35,15,9.098090375134078,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
